stop_id;stop_name;stop_lat;stop_lon;stop_code;location_type;parent_station;wheelchair_boarding;stop_direction
2133;Örs vezér tere M+H, déli tárolótér;47.500366;19.135700;;;;;
2138;Kőbánya alsó vasútállomás;47.483139;19.127891;;;;2;
3002;Puskás Ferenc Stadion M;47.500368;19.103406;;;;;
3103;Káposztásmegyer, Mogyoródi-patak;47.598778;19.121447;;;;;
3105;Bécsi út / Vörösvári út;47.548817;19.029722;;;;2;
3106;Örs vezér tere M+H, északi tároló;47.505160;19.136637;;;;;
3118;Óbuda, Bogdáni út;47.551471;19.041971;;;;2;
4716;ÉD metró járműtelep,porta;47.469651;19.129090;;;;2;
4903;Örs vezér tere;47.503480;19.137211;4903;;CSLM2OVE;2;
5924;Mill.FAV járműtelep (kapu);47.518788;19.093168;;;;;
6390;Cinkota kocsiszín (kapu);47.519345;19.217072;;;;;
7177;Csepel kocsiszín (kapu);47.421498;19.066247;;;;;
7675;Dunaharaszti külső kocsiszín (kapu);47.362751;19.088475;;;;;
7724;Csömör;47.544971;19.225038;7724;;CSF04655;2;
7736;Gödöllő;47.593332;19.357761;7736;;CSF04679;2;
7762;Szentendre kocsiszín (kapu);47.658755;19.072392;;;;;
7817;Márta utca;47.429184;18.929497;;;;2;160
7877;Bíróság;47.519544;18.978060;;;;1;-78
7878;Bíróság;47.519418;18.978021;;;;1;102
7879;Római úti lakótelep, Varsa utca;47.570863;19.058543;;;;2;99
7880;Bécsi út / Vörösvári út;47.547562;19.028729;;;;1;
7881;Váradi utca;47.543722;19.030125;;;;1;-10
7882;Váradi utca;47.542679;19.029953;;;;1;168
7883;Perényi út;47.545800;19.029579;;;;1;-9
7884;Deák Ferenc tér M;47.497413;19.055158;;;;1;
7885;Dorottya utca (Vörösmarty tér M);47.497476;19.049623;;;;1;-128
7887;Mester utca / Ferenc körút;47.482246;19.068716;;;;2;15
7888;Mester utca / Ferenc körút;47.482570;19.068477;;;;2;-163
7890;Mester utca / Ferenc körút;47.481671;19.068782;;;;2;123
7897;Kelenföld vasútállomás M;47.464572;19.022964;;;;1;99
7898;Kelenföld vasútállomás M;47.464653;19.023017;;;;1;100
7899;Kelenföld vasútállomás M;47.464770;19.023003;7899;;CS007899;2;
7900;Maros utcai rendelőintézet;47.503724;19.022401;;;;1;144
7902;Újpest-városkapu M;47.558600;19.078220;;;;1;56
7913;526. sor;47.479281;19.211332;;;;2;118
7914;526. sor;47.479300;19.211468;;;;2;-62
7919;Pólus Center;47.552544;19.143552;;;;2;-138
7923;Kele utca;47.431808;19.173804;;;;1;34
7924;Ültetvény utca;47.396895;19.175423;;;;2;45
7927;Ferihegy vasútállomás;47.438423;19.222716;;;;1;-43
7928;Ferihegy vasútállomás;47.437667;19.223377;;;;1;134
7930;Savoyai Jenő tér (Törley tér);47.430333;19.036354;;;;1;-101
7931;Savoyai Jenő tér (Törley tér);47.430369;19.036792;;;;1;-99
7949;Kocsis Sándor út;47.574343;19.013009;;;;1;180
7950;Keleti pályaudvar M;47.501104;19.082712;;;;1;-130
7967;Kelenföld vasútállomás M;47.465732;19.021875;;;;1;
7968;Mogyoród útja;47.570602;19.128267;;;;1;37
7972;Hűvösvölgy;47.543009;18.964481;;;;2;163
7974;Hűvösvölgy;47.542605;18.964773;;;;1;144
7975;Hűvösvölgy;47.543243;18.964281;;;;2;
7976;Hűvösvölgy;47.543264;18.963995;;;;2;-40
7977;Hűvösvölgy;47.542968;18.964195;;;;2;-29
7978;Hűvösvölgy;47.542707;18.964355;;;;2;-29
7979;Vörösmarty utca M;47.507468;19.066509;;;;2;-135
7980;Vörösmarty utca M;47.507444;19.066767;;;;2;45
7995;Jókai Mór utca;47.410717;19.020681;;;;2;-32
7996;Budatétény vasútállomás (Campona);47.405720;19.013837;;;;1;-25
7997;Budatétény vasútállomás (Campona);47.405972;19.014129;;;;1;-66
7998;Budatétény vasútállomás (Campona);47.405711;19.014354;;;;1;-55
7999;Budatétény vasútállomás (Campona);47.405702;19.014155;;;;1;-174
8003;Budagyöngye;47.515894;18.999506;;;;2;-30
8005;Móricz Zsigmond körtér M;47.477023;19.047527;;;;1;18
8018;Örs vezér tere M+H, új tárolótér;47.500933;19.135714;;;;2;
8020;Örs vezér tere M+H;47.500932;19.136306;;;;1;
8021;Örs vezér tere M+H;47.501940;19.136228;;;;1;-33
8022;Örs vezér tere M+H;47.501517;19.136333;;;;1;-9
8023;Örs vezér tere M+H;47.501472;19.136134;;;;1;169
8024;Örs vezér tere M+H;47.501148;19.136213;;;;1;165
8025;Örs vezér tere M+H;47.501778;19.135922;;;;1;-14
8026;Örs vezér tere M+H;47.501355;19.136028;;;;1;-4
8028;Örs vezér tere M+H;47.501112;19.135882;;;;1;137
8029;Örs vezér tere M+H;47.502111;19.135697;;;;1;-102
8030;Örs vezér tere M+H;47.501742;19.135604;;;;1;-12
8036;Kőbányai út 31.;47.487461;19.104252;;;;1;-68
8037;Kőbányai út 31.;47.487452;19.103721;;;;1;112
8040;Tas vezér utca;47.478606;19.040827;;;;2;109
8041;Tas vezér utca;47.478849;19.040827;;;;1;-71
8047;Lajosmizsei sorompó;47.450468;19.161410;;;;2;-59
8050;Liptó utca;47.486100;19.007031;;;;2;-147
8051;Liptó utca;47.486010;19.007071;;;;2;32
8067;Szent Imre tér;47.430889;19.070300;;;;1;-175
8080;Göncz Árpád városközpont M;47.534584;19.067859;;;;1;
8086;Széll Kálmán tér M;47.507313;19.026381;;;;1;42
8087;Fény utcai piac;47.508464;19.023646;;;;1;-84
8090;Móricz Zsigmond körtér M;47.477256;19.048786;;;;1;107
8093;Dél-pesti autóbuszgarázs;47.426707;19.161776;;;;1;-121
8094;Dél-pesti autóbuszgarázs;47.426160;19.160940;;;;1;57
8095;Nagykőrösi út;47.425255;19.157029;;;;2;-106
8096;Nagykőrösi út;47.425183;19.157506;;;;2;73
8098;Szabina út;47.436450;19.013416;;;;2;-168
8099;Pék utca;47.442037;19.018742;;;;2;108
8100;Pék utca;47.442184;19.018652;;;;2;-72
8101;Rózsavölgy felső;47.441102;19.022349;;;;2;121
8102;Rózsavölgy felső;47.441120;19.022627;;;;2;-59
8103;Rózsavölgy alsó;47.438280;19.030491;;;;2;-69
8104;Rózsavölgy alsó;47.438270;19.029987;;;;2;105
8106;Vihar utca;47.434282;19.035651;;;;1;142
8109;Damjanich utca;47.402518;18.991053;;;;1;22
8110;Barosstelep vasútállomás;47.399613;18.990911;;;;1;-91
8111;Barackos út / Angeli utca;47.402248;18.974427;;;;1;-126
8112;Szakiskola utca;47.404920;18.975841;;;;2;176
8113;Szilvafa utca;47.405214;18.982168;;;;2;-94
8114;Mátyás király utca;47.404326;18.990746;;;;2;-59
8115;Szebeni utca;47.430338;19.016061;;;;2;-81
8116;Szebeni utca;47.430177;19.016896;;;;2;99
8119;Mátra utca;47.400093;18.997693;;;;2;-103
8120;Budatétény vasútállomás (Campona);47.405630;19.013784;;;;2;-45
8124;Zöldike utca;47.430738;19.012823;;;;2;-80
8125;Zöldike utca;47.431205;19.012359;;;;2;154
8126;Hír utca;47.432896;19.011523;;;;2;13
8127;Hír utca;47.432914;19.011403;;;;2;-167
8128;Ady Endre út;47.435802;19.036578;;;;2;-25
8132;Puskás Ferenc Stadion M;47.501283;19.107691;;;;1;163
8146;Vajda Péter utca;47.481389;19.103174;;;;1;-152
8147;Vajda Péter utca;47.481770;19.103619;;;;1;31
8148;Kőbányai út / Könyves Kálmán körút;47.485742;19.107077;;;;1;-152
8149;Kőbányai út / Könyves Kálmán körút;47.486236;19.107515;;;;1;25
8150;Zsil utca;47.482940;19.062984;;;;2;-44
8152;Mester utca / Könyves Kálmán körút;47.469596;19.083728;;;;1;-110
8153;Mester utca / Könyves Kálmán körút;47.469723;19.084482;;;;1;69
8155;Közvágóhíd H;47.468737;19.072756;;;;1;-94
8156;Új köztemető;47.473586;19.178326;;;;1;-8
8164;Örs vezér tere M+H;47.501382;19.136585;;;;1;135
8165;Örs vezér tere M+H;47.501849;19.136467;;;;1;170
8168;I. utca;47.400994;19.002739;;;;1;-106
8169;I. utca;47.400904;19.003494;;;;1;85
8170;Angeli utca / Nagytétényi út;47.390622;18.981000;;;;1;58
8174;Népliget M;47.475842;19.100499;;;;2;
8175;Népliget, tároló;47.475832;19.100183;;;;2;
8181;Cinkotai autóbuszgarázs;47.498562;19.237779;;;;2;66
8187;Batthyány tér;47.506776;19.039318;8187;;CSF00062;2;
8206;Mexikói út M;47.519261;19.091048;;;;1;
8209;Nagy Lajos király útja / Czobor utca;47.522170;19.102815;;;;1;114
8218;Széchenyi István tér;47.499014;19.047022;;;;2;165
8222;Örs vezér tere M+H;47.503684;19.136443;;;;1;168
8238;Széchenyi István tér;47.500543;19.046690;;;;1;-111
8239;Müpa - Nemzeti Színház H;47.471165;19.073129;;;;1;149
8240;Müpa - Nemzeti Színház H;47.471354;19.073301;;;;1;-30
8241;Szőnyi út;47.526625;19.096220;;;;1;-54
8242;Teleki Blanka utca;47.523865;19.093761;;;;1;-158
8243;Szántóföld utca;47.572244;19.138830;;;;2;-144
8245;Kolozsvár utcai piac;47.536842;19.114916;;;;1;-136
8246;Rákospalotai köztemető;47.551240;19.136010;;;;2;-50
8260;Nagybányai út;47.528476;18.996294;;;;1;-110
8261;Nagybányai út;47.528368;18.996467;;;;1;70
8262;Hidegkuti Nándor Stadion;47.490690;19.108910;;;;1;-180
8265;Közvágóhíd H;47.468737;19.073486;;;;1;89
8267;Szentlőrinci út;47.424625;19.157703;;;;1;-126
8269;Delej utca;47.484694;19.096209;;;;1;-64
8270;Delej utca;47.484460;19.096407;;;;1;116
8271;Szentendre;47.661038;19.075607;;;;2;
8272;Közvágóhíd;47.466285;19.077170;;;;2;
8280;Infopark (Pázmány Péter sétány);47.469242;19.064333;;;;1;177
8283;Óceán-árok utca;47.589986;19.100345;;;;1;-122
8284;Óceán-árok utca;47.590345;19.101781;;;;1;56
8286;Népliget M;47.476294;19.099288;;;;1;23
8287;Népliget M;47.476345;19.098937;;;;1;-152
8289;Szilágyi utca;47.570877;19.111330;;;;1;-70
8317;Bartók Béla utca;47.433298;18.919575;;;;2;-132
8318;Raktárváros;47.441547;18.938276;;;;2;-123
8319;Raktárváros;47.441566;18.938608;;;;2;57
8322;Harangláb;47.431924;18.914078;;;;2;130
8323;Károlyi utca;47.437690;18.899546;;;;2;132
8324;Tükörhegy;47.436382;18.927085;;;;2;-125
8325;Tükörhegy;47.436211;18.926992;;;;2;55
8326;Ady Endre utca;47.435045;18.906261;;;;1;116
8328;Törökbálint Sportközpont;47.440051;18.895734;;;;2;-49
8329;Törökbálint Sportközpont;47.440284;18.895177;;;;2;132
8330;Határ utca;47.445284;18.894300;;;;2;-1
8331;Határ utca;47.444924;18.894036;;;;2;-154
8332;Hosszúrét utca;47.446066;18.881264;;;;2;172
8333;Törökbálint, bevásárlóközpont;47.443242;18.887398;;;;2;25
8336;Növény utca;47.402071;19.015810;;;;2;54
8337;Növény utca;47.402125;19.015254;;;;2;-127
8339;Budaörsi lakótelep;47.455746;18.940232;;;;1;133
8341;Templom tér;47.542367;19.130057;;;;2;165
8344;Királyhágó tér;47.495421;19.018729;;;;1;130
8345;Katona József utca;47.438346;18.906478;;;;2;139
8353;Észak-Pesti Kórház;47.539377;19.122388;;;;2;46
8359;Óbudai autóbuszgarázs;47.567996;19.026302;8359;;CSF00678;1;
8360;Óbudai autóbuszgarázs;47.568290;19.026730;;;;2;
8365;Bécsi út / Vörösvári út;47.548489;19.028941;8365;;CSF00568;1;
8377;Nagykőrösi út / Határ út;47.456450;19.114660;;;;2;-83
8379;Kőbánya alsó vasútállomás;47.483885;19.127207;;;;2;-31
8380;Kőbánya alsó vasútállomás;47.483256;19.128130;;;;2;137
8381;Kőbánya alsó vasútállomás;47.484011;19.127574;;;;2;-114
8382;Örs vezér tere M+H;47.502448;19.136843;;;;1;-9
8383;Örs vezér tere M+H;47.502623;19.136654;;;;1;167
8385;Rákospalota, MÁV-telep;47.541308;19.121443;;;;1;
8399;Pestszentimre vasútállomás;47.404222;19.186489;;;;1;-140
8400;Dunakeszi, Auchan áruház;47.608972;19.117347;;;;2;110
8402;Kert sor;47.591122;19.045358;;;;1;23
8403;Kert sor;47.591374;19.045384;;;;1;-157
8404;Csillaghegy H;47.584817;19.042061;;;;1;20
8405;Csillaghegy H;47.584781;19.041862;;;;1;-159
8406;Forrásliget lakópark;47.581093;19.037502;;;;1;51
8407;Forrásliget lakópark;47.581363;19.037795;;;;1;-129
8408;Ürömhegyi lejtő;47.577645;19.032198;;;;2;14
8409;Ürömhegyi lejtő;47.577663;19.032065;;;;2;-166
8410;Aranyhegyi lejtő;47.572593;19.030301;;;;2;14
8411;Aranyhegyi lejtő;47.572512;19.030128;;;;2;-166
8412;Bécsi út / Vörösvári út;47.548471;19.029180;;;;1;0
8426;Káposztásmegyer, Szilas-patak;47.577405;19.114927;;;;2;10
8428;Budakalász, Budai út;47.617063;19.051534;;;;2;-48
8429;Budakalász, Budai út;47.616729;19.051767;;;;2;145
8430;Budakalász, Lenfonó H;47.620304;19.046374;;;;1;-10
8431;Budakalász, Lenfonó H;47.621800;19.045662;;;;1;167
8432;Szentistvántelep H;47.628444;19.043367;;;;2;-18
8433;Szentistvántelep H;47.627055;19.043879;;;;2;163
8434;Pomáz H;47.643897;19.030357;;;;1;-39
8435;Pomáz H;47.642594;19.031459;;;;2;128
8436;Szentendre, Papírgyár;47.648965;19.069449;;;;1;17
8437;Papírgyár;47.647762;19.069061;;;;1;177
8438;Egyetem;47.652306;19.071738;;;;1;26
8439;Egyetem;47.652067;19.071331;;;;1;-154
8440;Gubacsi út / Határ út;47.443626;19.096848;;;;1;42
8447;Dióskert;47.425630;18.911984;;;;2;-117
8455;Jászai Mari tér;47.512811;19.047938;;;;2;
8458;Tisza István tér;47.517230;19.107350;;;;1;-43
8459;Uzsoki Utcai Kórház;47.519822;19.103742;;;;1;-42
8460;Uzsoki Utcai Kórház;47.519642;19.103436;;;;1;136
8461;Erzsébet királyné útja / Róna utca;47.521615;19.101317;;;;1;-39
8462;Bretzfeld utca;47.460536;18.945898;;;;1;153
8469;Gubacsi út / Határ út;47.444418;19.096583;;;;2;
8471;Dél-pesti autóbuszgarázs;47.426556;19.160782;;;;1;140
8472;Dél-pesti autóbuszgarázs;47.426744;19.161140;;;;1;-24
8479;Homokbánya utca;47.399559;18.941035;;;;2;-42
8480;Petőfi Sándor utca;47.402470;18.937784;;;;1;46
8481;Soroksár felső H;47.409980;19.111405;;;;1;171
8486;Csonka János tér;47.470070;19.044795;;;;1;-167
8490;Határ út M;47.464573;19.126164;;;;1;148
8491;Jászberényi út;47.485549;19.192668;;;;2;10
8498;Aszódi utca;47.463484;19.100991;;;;1;146
8499;Közterületfenntartó Zrt.;47.467861;19.106659;;;;1;-149
8500;Ecseri út M;47.470487;19.108771;;;;2;-150
8501;Ferencvárosi rendelőintézet;47.476723;19.074856;;;;1;-119
8518;Tímár utca H;47.533275;19.043766;;;;2;
8519;Tímár utca H;47.533299;19.043582;;;;1;-146
8520;Szentlélek tér H;47.539343;19.047088;;;;2;
8521;Serfőző utca;47.538309;19.046968;;;;1;178
8535;Cinkotai autóbuszgarázs;47.498185;19.237392;;;;1;60
8543;Szépvölgyi út H;47.528670;19.040460;;;;2;
8544;Szépvölgyi út H;47.527615;19.040037;;;;1;-168
8545;Puskás Ferenc Stadion M;47.500105;19.107013;;;;1;-97
8546;Boráros tér H;47.479738;19.067812;;;;2;168
8548;Gyál, Bem József utca;47.372917;19.216769;;;;1;132
8549;Kisfaludy Sándor utca;47.375008;19.213611;;;;2;134
8550;Toldi Miklós utca;47.377334;19.210016;;;;2;133
8551;Bacsó Béla utca;47.379533;19.206672;;;;1;133
8552;Erdősor utca;47.383056;19.201876;;;;2;-138
8553;Bajcsy-Zsilinszky utca;47.385653;19.204449;;;;2;135
8559;Korompai utca;47.484860;19.012485;;;;1;-97
8560;Korompai utca;47.484789;19.012843;;;;1;83
8567;Gazdagréti tér;47.473277;18.992780;;;;1;63
8569;Cinkotai autóbuszgarázs;47.498194;19.237086;;;;2;-121
8575;Távíró utca;47.461082;19.119025;;;;1;41
8577;Rákoshegy vasútállomás;47.467934;19.244806;;;;1;-82
8587;Gyáli út;47.456472;19.111009;;;;2;-103
8588;Gyáli út;47.456293;19.110359;;;;2;77
8589;Gyáli út;47.466010;19.103474;;;;1;-38
8590;Szent Gellért tér - Műegyetem M;47.483337;19.053086;;;;1;-149
8591;Szent Gellért tér - Műegyetem M;47.483616;19.053537;;;;1;35
8593;Móricz Zsigmond körtér M;47.476836;19.047188;;;;1;-174
8597;Sport utca;47.455942;18.948108;;;;1;175
8598;Baross utca;47.460313;18.958511;;;;1;-9
8605;Kolosy tér;47.527543;19.036916;;;;1;96
8642;Székesdűlő;47.611641;19.105779;;;;1;56
8643;Székesdűlő;47.610940;19.103504;;;;1;-119
8644;Vízművek;47.599539;19.092791;;;;2;34
8645;Vízművek;47.600312;19.093310;;;;2;-147
8646;Áruházi bekötőút;47.386510;19.022630;;;;1;-119
8647;Áruházi bekötőút;47.386519;19.023121;;;;1;64
8649;Székesdűlő, ipartelep;47.615137;19.109255;;;;2;22
8650;Székesdűlő, ipartelep;47.614750;19.108806;;;;2;-158
8651;Auchan Sziget áruház;47.384361;19.025810;;;;1;153
8652;Auchan Sziget áruház;47.384163;19.025969;;;;1;153
8670;Auchan Liget;47.541205;19.247030;;;;2;135
8681;Hidegkuti Nándor Stadion;47.490533;19.110469;;;;2;
8684;Albertfalva kitérő;47.452693;19.038524;;;;2;-168
8685;Albertfalva kitérő;47.452801;19.038961;;;;2;9
8692;Felsőcsatári köz;47.458756;19.177096;;;;1;-173
8694;Köztelek utca;47.486933;19.067178;;;;2;122
8697;Újpest-központ M;47.560733;19.090125;;;;1;27
8702;Ferencvárosi rendelőintézet;47.477155;19.075785;;;;2;134
8708;Vízművek lakótelep;47.597822;19.091606;;;;2;22
8724;Albertirsai út;47.500874;19.116122;;;;2;
8725;Puskás Ferenc Stadion M;47.499864;19.104836;;;;1;-115
8731;Budagyöngye;47.516074;18.998922;;;;2;119
8736;Dániel út;47.512863;18.994978;;;;2;-57
8737;Dániel út;47.512881;18.994739;;;;2;125
8740;Újbuda-központ M;47.474683;19.046385;;;;1;-166
8750;Batthyány tér M+H;47.505696;19.039323;;;;1;176
8754;Pestszentimre vasútállomás (Dózsa Gy.u.);47.403586;19.185688;;;;2;50
8770;Puskás Ferenc Stadion M;47.499864;19.104507;;;;2;
8772;Pestszentlőrinc vasútállomás;47.454622;19.181767;;;;1;122
8775;Ilonatelep H;47.525831;19.228646;;;;2;46
8782;Blaha Lujza tér M;47.496844;19.069066;;;;1;-107
8785;Puskás Ferenc Stadion M;47.499936;19.105237;;;;2;
8788;Kőérberek;47.445299;18.999585;;;;2;-92
8789;Kőérberek;47.445218;19.000036;;;;2;88
8793;Regényes utca;47.429436;19.020658;;;;2;-172
8801;Savoya Park;47.436482;19.040103;;;;1;
8802;Savoya Park;47.435847;19.042385;;;;1;-70
8832;Szakorvosi rendelőintézet;47.443871;19.181125;;;;2;31
8841;Íves út;47.592824;19.107979;;;;1;60
8842;Íves út;47.592582;19.106650;;;;1;-119
8844;Egressy út / Vezér utca;47.519260;19.126312;;;;1;-142
8846;Méhecske utca;47.448032;18.947797;;;;2;176
8847;Méhecske utca;47.447979;18.947970;;;;2;-5
8850;Mikszáth Kálmán utca;47.451162;19.176781;;;;2;-58
8863;Gőzmozdony utca;47.470028;19.157173;;;;1;-143
8864;Savoya Park;47.435991;19.041549;;;;1;106
8893;Csepeli átjáró;47.436339;19.092257;;;;2;-96
8894;Vízisport utca;47.433997;19.091263;;;;2;166
8895;Teremszeg utca;47.432951;19.092221;;;;2;163
8896;Pesterzsébet vasútállomás;47.433417;19.096414;;;;2;85
8898;Szakorvosi rendelő;47.440886;19.101780;;;;2;-38
8900;Göncz Árpád városközpont M;47.531904;19.066158;;;;1;-160
8903;Szentmihályi út;47.541348;19.151940;;;;1;62
8904;Kétújfalu utca;47.419522;19.209134;;;;2;33
8910;Káposztásmegyer, Mogyoródi-patak;47.598321;19.121429;;;;2;101
8911;Homoktövis iskola;47.597226;19.117132;;;;1;49
8912;Hidegkuti Nándor Stadion;47.490255;19.110147;;;;1;81
8915;Jászberényi út / Maglódi út;47.490345;19.148417;;;;1;
8916;Kőbányai garázs;47.490648;19.114424;;;;2;-98
8917;Kőbányai garázs;47.490684;19.113853;;;;2;82
8918;Budatétény, benzinkút;47.430100;19.003628;;;;2;-156
8919;Pongrátz Gergely tér;47.509771;19.128546;;;;1;-49
8921;Dél-pesti autóbuszgarázs;47.426582;19.161021;;;;2;125
8922;Gyula vezér út;47.409242;19.003434;;;;2;-133
8923;Kabai utca;47.495704;19.160464;;;;1;-45
8924;Kabai utca;47.495533;19.160424;;;;1;135
8939;Békásmegyer H;47.598408;19.054259;;;;1;25
8940;Békásmegyer H;47.598633;19.054086;;;;2;-89
8941;Váci út;47.561294;19.079376;;;;1;-75
8942;Örs vezér tere M+H (Kerepesi út);47.503216;19.137571;;;;1;85
8943;Budatétény, benzinkút;47.431018;19.004423;;;;2;21
8944;Újpest-városkapu M (Váci út);47.556577;19.076558;;;;1;17
8945;Újpest-városkapu M (Váci út);47.558092;19.076836;;;;1;-164
8946;Szénás utca;47.527548;19.181565;;;;1;56
8947;Szlovák út;47.530956;19.189157;;;;1;57
8948;Kucorgó tér;47.469303;19.295150;;;;2;170
8949;Pestszentimre vasútáll. (Nagykőrösi út);47.403412;19.186620;;;;1;137
8950;Pestszentimre vasútáll. (Nagykőrösi út);47.404303;19.185682;;;;1;-40
8951;Béke tér;47.430019;19.215675;;;;2;-66
8952;Terv utca;47.408000;19.001541;;;;1;-132
8953;Csillag utca;47.409214;19.119000;;;;2;174
8954;Csillag utca;47.409565;19.119053;;;;2;-8
8955;Gombosszeg köz;47.413107;19.118352;;;;1;-169
8956;Gombosszeg köz;47.413574;19.118578;;;;2;-49
8957;Előd utca;47.418567;19.117365;;;;1;142
8958;Alsó határút;47.416534;19.116568;;;;2;24
8959;Templom utca 6.;47.408876;19.113620;;;;2;167
8960;Gyáli-patak;47.394698;19.116570;;;;2;-145
8961;Soroksár, Hősök tere H;47.399339;19.116483;;;;2;74
8962;Szent István utca H;47.392297;19.115202;;;;2;24
8963;Grassalkovich út;47.390505;19.118896;;;;2;153
8964;Tartsay utca;47.421259;19.127136;;;;1;50
8965;Szent László utca;47.421187;19.126871;;;;1;-132
8966;Szentlőrinci úti lakótelep;47.417227;19.131105;;;;1;-39
8967;Szentlőrinci úti lakótelep;47.416957;19.131198;;;;1;137
8971;Gyula vezér út;47.409629;19.004123;;;;1;34
9000;Kistarcsa H;47.545503;19.259839;;;;2;48
9001;Kistarcsa H;47.545584;19.259693;;;;2;-132
9002;Kerepes H;47.552441;19.270507;;;;2;47
9003;Kerepes H;47.551324;19.268897;;;;2;-132
9004;Szilasligeti elágazás;47.560201;19.283112;;;;2;43
9005;Kerepes, Szabadság útja;47.560786;19.282783;;;;2;136
9006;Szilasligeti elágazás;47.560766;19.283700;;;;2;-129
9007;Szilasliget, Posta;47.569550;19.272176;;;;2;43
9008;Szilasliget, Posta;47.569882;19.272430;;;;2;-134
9009;Szilasliget, Wesselényi utca;47.573117;19.269227;;;;2;-45
9010;Szilasliget, Wesselényi utca;47.572955;19.269240;;;;2;135
9011;Szilasliget, Szondi utca;47.575273;19.266059;;;;2;-44
9012;Szilasliget, Szondi utca;47.575382;19.265687;;;;2;135
9013;Szilasliget, Kemping;47.578226;19.261133;;;;2;125
9014;EGIS-telep (Szentjakab H);47.592911;19.284773;;;;2;-61
9015;EGIS-telep (Szentjakab H);47.592495;19.285583;;;;2;119
9016;Gödöllő, Szökőkút;47.599126;19.346731;;;;2;137
9017;Gödöllő, Szabadság tér H;47.599243;19.346771;;;;2;-43
9018;Gödöllő, Szabadság tér H;47.598050;19.349038;;;;2;48
9019;Gödöllő, Palotakert H;47.598734;19.355678;;;;2;120
9020;Gödöllő, Palotakert H;47.598679;19.356116;;;;2;-47
9021;Gödöllő H;47.590597;19.358893;;;;2;
9022;Mogyoród H;47.595557;19.271513;;;;2;-51
9025;Zichy Jenő utca;47.505192;19.057853;;;;1;-47
9026;Zichy Jenő utca;47.505246;19.057588;;;;1;136
9031;Margit híd, budai hídfő H;47.514834;19.035830;;;;1;-162
9039;Csanády utca (Lehel tér M);47.515850;19.058891;;;;1;116
9041;Haller utca / Soroksári út;47.475726;19.069363;;;;1;-20
9042;Haller utca / Soroksári út;47.475447;19.069562;;;;1;149
9047;Homoktövis utca;47.594692;19.113273;;;;1;15
9065;Solymár, Szarvas;47.596321;18.973591;;;;2;-87
9066;Solymár, Szarvas;47.596178;18.974455;;;;2;93
9067;Solymár, Auchan áruház;47.597798;18.963376;;;;2;
9072;AsiaCenter;47.548412;19.146959;;;;1;-86
9074;Használtcikk piac;47.435510;19.145159;;;;1;-37
9085;Budaörs vasútállomás;47.448190;18.964863;;;;2;-94
9094;Petőfi Sándor utca;47.402451;18.937042;;;;1;-44
9095;Pacsirta utca;47.404562;18.933977;;;;1;-44
9096;Pacsirta utca;47.404616;18.933765;;;;2;136
9097;Nóra utca;47.407239;18.930884;;;;2;-22
9098;Nóra utca;47.407275;18.930738;;;;2;158
9099;Katinka utca;47.410428;18.926876;;;;2;-43
9100;Katinka utca;47.410123;18.927181;;;;2;137
9101;Tátika utca;47.412860;18.930262;;;;2;52
9102;Tátika utca;47.412824;18.929984;;;;2;-128
9103;Valéria utca;47.414113;18.932830;;;;2;56
9104;Valéria utca;47.414086;18.932618;;;;2;-123
9105;Diósd, Búzavirág utca;47.416567;18.934213;;;;2;
9119;Szentendre H;47.659618;19.074522;;;;1;-147
9137;Újmajori utca;47.471697;19.220067;;;;1;-155
9138;Csillagmotor köz;47.471018;19.221893;;;;2;-64
9139;Dedics Ferenc utca;47.469097;19.226094;;;;1;124
9140;Ősrepülő utca;47.469552;19.227168;;;;2;-149
9145;Haller utca / Mester utca;47.475966;19.077802;;;;2;-28
9146;Vágóhíd utca;47.473628;19.079643;;;;1;-33
9147;Vörösmarty utca;47.419869;19.120349;;;;1;49
9148;Szusza Ferenc Stadion;47.575797;19.083759;;;;2;38
9153;Óbudai rendelőintézet;47.545359;19.033751;;;;1;
9154;Atlétikai stadion;47.572575;19.114429;;;;2;15
9155;Atlétikai stadion;47.572180;19.114150;;;;2;-165
9160;Keleti pályaudvar M;47.499449;19.083401;;;;1;111
9161;Keleti pályaudvar M;47.499431;19.084012;;;;1;88
9162;Keleti pályaudvar M;47.499926;19.083216;;;;1;-118
9163;Keleti pályaudvar M;47.499926;19.083587;;;;1;-94
9166;Magdolna utca;47.492747;19.087656;;;;1;
9170;Pomáz, Dózsa György utca;47.645570;19.027226;;;;1;-30
9171;Pomáz, Dózsa György utca;47.645554;19.027001;;;;1;161
9174;Széll Kálmán tér M;47.507673;19.024894;;;;1;-80
9178;Bajza utca;47.514897;19.068025;;;;2;
9179;Petőfi híd, budai hídfő;47.476780;19.058883;;;;1;-125
9192;Kacsóh Pongrác utca;47.396467;19.208697;;;;2;171
9193;Kacsóh Pongrác utca;47.396853;19.208738;;;;1;-10
9194;Gyál, Ady Endre utca;47.389932;19.217935;;;;1;134
9195;Gyál, Ady Endre utca;47.390177;19.217708;;;;1;-46
9196;Széchenyi István utca;47.381846;19.230727;;;;1;-45
9197;Bocskai István utca;47.383397;19.228295;;;;1;-46
9198;Dobó Katica utca;47.386832;19.222956;;;;1;-47
9199;Mátyás király utca;47.394710;19.210533;;;;1;133
9200;Mátyás király utca;47.394883;19.210398;;;;1;-47
9201;Tulipán utca;47.392574;19.213824;;;;1;133
